"","PermitNum","PermitClass","PermitClassMapped","PermitTypeMapped","PermitTypeDesc","Description","HousingUnits","HousingUnitsRemoved","HousingUnitsAdded","EstProjectCost","AppliedDate","IssuedDate","ExpiresDate","CompletedDate","StatusCurrent","OriginalAddress1","OriginalCity","OriginalState","OriginalZip","ContractorCompanyName","Link","Latitude","Longitude","Location1"
"56940","6738479-DM","Multifamily","Residential","Demolition","","Demolish existing single family residence, per plans.",1,1,0,1e+06,"","","","","Ready for Intake","5230 15TH AVE NE","SEATTLE","WA",98105,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6738479-DM",47.6674034,-122.31160249,"5230 15TH AVE NE
SEATTLE, WA 98105
(47.6674034, -122.31160249)"
"56957","6742710-CN","Multifamily","Residential","Building","New","5 townhouses in an L2-M Zone. Demolition to existing single family home.",1,1,5,140000,"","","","","Additional Info Requested","848 NW 53RD ST","SEATTLE","WA",98107,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6742710-CN",47.66738654,-122.36837992,"848 NW 53RD ST
SEATTLE, WA 98107
(47.66738654, -122.36837992)"
"56972","6729770-CN","Single Family/Duplex","Residential","Building","New","Demolition of existing single family residence and construction of a new 3-story single family residence w/ below grade garage.",1,1,1,6e+05,"","","","","Scheduled","6415 DAYTON AVE N","SEATTLE","WA",98103,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6729770-CN",47.67585853,-122.35268704,"6415 DAYTON AVE N
SEATTLE, WA 98103
(47.67585853, -122.35268704)"
"56975","6703318-DM","Single Family/Duplex","Residential","Demolition","","Withdrawn 1/9/2019 - Demolish to existing Basement to remain. Construct new SF",1,1,1,3e+05,"","","","","Closed","5813 4TH AVE NW","SEATTLE","WA",98107,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6703318-DM",47.6713515,-122.36214679,"5813 4TH AVE NW
SEATTLE, WA 98107
(47.6713515, -122.36214679)"
"56983","6614874-CN","Single Family/Duplex","Residential","Building","New","Establish use as single family residence and construct one family dwelling, per plans.",1,1,1,506553,"2018-09-14","2019-04-08","2020-10-08","","Issued","6314 49TH AVE SW","SEATTLE","WA",98136,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6614874-CN",47.54624495,-122.39493559,"6314 49TH AVE SW
SEATTLE, WA 98136
(47.54624495, -122.39493559)"
"57010","6697213-CN","Single Family/Duplex","Residential","Building","New","Short Plat, Remove existing Structures, Construct two new single family homes per plan.",1,1,2,1200000,"","","","","Scheduled","3616 NE 60TH ST","SEATTLE","WA",98115,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6697213-CN",47.67236189,-122.28839792,"3616 NE 60TH ST
SEATTLE, WA 98115
(47.67236189, -122.28839792)"
"57023","6738384-CN","Single Family/Duplex","Residential","Building","New","3 or 4 fee simple (for sale) townhomes.",1,1,3,1176000,"","","","","Additional Info Requested","1963 12TH AVE W","SEATTLE","WA",98119,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6738384-CN",47.63785197,-122.37307861,"1963 12TH AVE W
SEATTLE, WA 98119
(47.63785197, -122.37307861)"
"57024","6686158-CN","Single Family/Duplex","Residential","Building","New","Establish use as and construct new single family residence, per plan.",1,1,1,395869,"2019-03-16","","","","Corrections Required","4114 49TH AVE SW","SEATTLE","WA",98116,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6686158-CN",47.56617089,-122.39436753,"4114 49TH AVE SW
SEATTLE, WA 98116
(47.56617089, -122.39436753)"
"57039","6575346-CN","Single Family/Duplex","Residential","Building","Addition/Alteration","Construct alterations to remove an accessory dwelling unit from the primary residence and construct a detached accessory dwelling unit, per plans.",1,1,0,120000,"2017-04-28","2017-07-24","2019-01-24","2018-09-14","Completed","6823 RAVENNA AVE NE","SEATTLE","WA",98115,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6575346-CN",47.67846779,-122.30417597,"6823 RAVENNA AVE NE
SEATTLE, WA 98115
(47.67846779, -122.30417597)"
"57052","6721947-CN","Single Family/Duplex","Residential","Building","New","Demolition of existing house, Construction of new single-family residence with attached 2-car garage, site grading to accommodate new residence.",1,1,1,450000,"","","","","Scheduled","6842 36TH AVE NE","SEATTLE","WA",98115,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6721947-CN",47.67888437,-122.28903707,"6842 36TH AVE NE
SEATTLE, WA 98115
(47.67888437, -122.28903707)"
"57066","6687783-DM","Single Family/Duplex","Residential","Demolition","Demolition","Demolish existing single-family residence, per plan.",1,1,4,0,"2018-09-10","2019-04-01","2020-10-01","2019-05-14","Closed","1761 16TH AVE S","SEATTLE","WA",98144,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6687783-DM",47.58740102,-122.31292195,"1761 16TH AVE S
SEATTLE, WA 98144
(47.58740102, -122.31292195)"
"57068","6723871-CN","Multifamily","Residential","Building","New","Demolish existing single family residence, construct eight (8) new three story townhomes with zero vehicular parking.",1,1,8,887760,"","","","","Scheduled","4729 32ND AVE S","SEATTLE","WA",98118,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6723871-CN",47.55988388,-122.29177764,"4729 32ND AVE S
SEATTLE, WA 98118
(47.55988388, -122.29177764)"
"57086","6704482-DM","Single Family/Duplex","Residential","Demolition","","Demolish existing single family residence, per plan.",1,1,0,0,"2019-04-17","2019-08-19","2021-02-19","","Issued","1501 N 55TH ST","SEATTLE","WA",98103,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6704482-DM",47.66848361,-122.33901047,"1501 N 55TH ST
SEATTLE, WA 98103
(47.66848361, -122.33901047)"
"57094","6696133-DM","Single Family/Duplex","Residential","Demolition","Demolition","Demolish existing single family residence , per plan.",1,1,1,0,"2018-10-26","2018-10-26","2020-04-26","","Application Completed","2120 CALIFORNIA AVE SW","SEATTLE","WA",98116,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6696133-DM",47.5846606,-122.38591594,"2120 CALIFORNIA AVE SW
SEATTLE, WA 98116
(47.5846606, -122.38591594)"
"57111","6687889-CN","Multifamily","Residential","Building","New","Construct new live/work building, per plan.",1,1,14,1200355,"2018-11-20","2019-08-17","2021-02-17","","Issued","3017 SW CHARLESTOWN ST","SEATTLE","WA",98126,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6687889-CN",47.56972468,-122.37168103,"3017 SW CHARLESTOWN ST
SEATTLE, WA 98126
(47.56972468, -122.37168103)"
"57112","6735664-DM","Multifamily","Residential","Demolition","","Demolition of (1) SFRMerge (2) existing lots with subsequent Unit Lot DivisionConstruction of (7) Residential TH units with (4) surface parking spaces with 2,989 s.f. amenity area.",1,1,7,3500000,"","","","","Additional Info Requested","4202 S MYRTLE ST","SEATTLE","WA",98118,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6735664-DM",47.53909223,-122.28048169,"4202 S MYRTLE ST
SEATTLE, WA 98118
(47.53909223, -122.28048169)"
"57183","6671090-CN","Single Family/Duplex","Residential","Building","Addition/Alteration","Convert garage to DADU",1,1,0,0,"","","","","Withdrawn","3050 27TH AVE W","SEATTLE","WA",98199,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6671090-CN",47.64834329,-122.39128175,"3050 27TH AVE W
SEATTLE, WA 98199
(47.64834329, -122.39128175)"
"57185","6707549-DM","Single Family/Duplex","Residential","Demolition","","Demo existing single family dwellingConstruct 2,600 SQ FT two level single family dwelling unit.",1,1,1,375000,"","","","","Initiated","833 NW 61ST ST","SEATTLE","WA",98107,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6707549-DM",47.67292896,-122.36748897,"833 NW 61ST ST
SEATTLE, WA 98107
(47.67292896, -122.36748897)"
"57191","6727470-DM","Single Family/Duplex","Residential","Demolition","","Demolish existing single family residence, per plan.",1,1,0,1020250,"2019-05-15","","","","Application Completed","213 22ND AVE","SEATTLE","WA",98122,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6727470-DM",47.6039484,-122.3039779,"213 22ND AVE
SEATTLE, WA 98122
(47.6039484, -122.3039779)"
"57194","6736386-DM","Multifamily","Residential","Demolition","","4-unit town homes",1,1,4,7e+05,"","","","","Additional Info Requested","5523 13TH AVE S","SEATTLE","WA",98108,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6736386-DM",47.55266697,-122.31643595,"5523 13TH AVE S
SEATTLE, WA 98108
(47.55266697, -122.31643595)"
"57222","6706817-DM","Single Family/Duplex","Residential","Demolition","","Demolish existing SFR construct new SFR",1,1,1,4e+05,"","","","","Additional Info Requested","1520 27TH AVE","SEATTLE","WA",98122,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6706817-DM",47.61480929,-122.2972189,"1520 27TH AVE
SEATTLE, WA 98122
(47.61480929, -122.2972189)"
"57226","6727768-CN","Single Family/Duplex","Residential","Building","New","Construct Parking Structure, per plan.  (Establish use as and construct (5) cottage dwelling units, (1) accessory patio structure, and (1) accessory parking structure, per plans. Reviews and processing for (6) C/N's under 6708503).",1,1,5,82483,"2019-05-17","","","","Application Completed","9224 20TH AVE SW","SEATTLE","WA",98106,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6727768-CN",47.52026046,-122.35890698,"9224 20TH AVE SW
SEATTLE, WA 98106
(47.52026046, -122.35890698)"
"57234","6722665-DM","Single Family/Duplex","Residential","Demolition","","Demolish existing structures, per plan",1,1,6,0,"2019-04-17","","","","Reviews Completed","9232 17TH AVE SW","SEATTLE","WA",98106,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6722665-DM",47.52000252,-122.35625021,"9232 17TH AVE SW
SEATTLE, WA 98106
(47.52000252, -122.35625021)"
"57240","6689882-CN","Single Family/Duplex","Residential","Building","New","Establish use as and construct new single family residence on portion of existing foundation and repairs to existing detached garage, per plan.",1,1,1,369145,"2018-10-17","2019-03-04","2020-09-04","","Issued","6548 5TH AVE NW","SEATTLE","WA",98117,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6689882-CN",47.67739602,-122.36225588,"6548 5TH AVE NW
SEATTLE, WA 98117
(47.67739602, -122.36225588)"
"57242","6677578-CN","Single Family/Duplex","Residential","Building","New","Establish use as and construct single family residence, per plan.",1,1,1,629973,"2018-10-31","2019-03-28","2020-09-28","","Issued","2711 E ROY ST","SEATTLE","WA",98112,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6677578-CN",47.62492593,-122.29704309,"2711 E ROY ST
SEATTLE, WA 98112
(47.62492593, -122.29704309)"
"57249","6737890-CN","Multifamily","Residential","Building","New","We are taking single family lots and dividing them into Unit Lot Short Subdivisions.**NOTE: this is a re-submittal from an application submitted over a year ago: 011750-18PA - We were told to resubmit for a new pre-application.",1,1,4,665280,"","","","","Withdrawn","615 15TH AVE E","SEATTLE","WA",98112,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6737890-CN",47.62470366,-122.31305749,"615 15TH AVE E
SEATTLE, WA 98112
(47.62470366, -122.31305749)"
"57273","6701109-CN","Single Family/Duplex","Residential","Building","Addition/Alteration","Alterations to finish basement and reduce height of rear deck from 3' to 18"" to an existing single-family residence, subject to field inspection (STFI).",1,1,0,56718,"2018-11-27","2019-01-14","2020-07-14","","Issued","3711 39TH AVE S","SEATTLE","WA",98144,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6701109-CN",47.57029996,-122.28425938,"3711 39TH AVE S
SEATTLE, WA 98144
(47.57029996, -122.28425938)"
"57275","6706152-CN","Single Family/Duplex","Residential","Building","New","Establish use as and construct new single family residence, per plan.",1,1,1,581268,"2019-03-13","2019-06-24","2020-12-24","","Issued","3006 39TH AVE SW","SEATTLE","WA",98116,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6706152-CN",47.57715491,-122.38107084,"3006 39TH AVE SW
SEATTLE, WA 98116
(47.57715491, -122.38107084)"
"57298","6706773-DM","Single Family/Duplex","Residential","Demolition","","Demolish existing single family residence and detached garage, per plans.",1,1,1,250000,"2019-01-07","2019-04-22","2020-10-22","","Issued","5603 42ND AVE SW","SEATTLE","WA",98136,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6706773-DM",47.55195215,-122.38587486,"5603 42ND AVE SW
SEATTLE, WA 98136
(47.55195215, -122.38587486)"
"57300","6720676-DM","Single Family/Duplex","Residential","Demolition","","Demolish existing single family residence, per plan.",1,1,0,6e+05,"","","","","Ready for Intake","11086 ARROYO BEACH PL SW","SEATTLE","WA",98146,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6720676-DM",47.50284697,-122.38530991,"11086 ARROYO BEACH PL SW
SEATTLE, WA 98146
(47.50284697, -122.38530991)"
"57301","6620564-CN","Single Family/Duplex","Residential","Building","New","Establish use as and construct single-family residence, per plan.",1,1,1,395065,"2018-06-22","2019-07-13","2021-01-13","","Issued","12047 20TH AVE NE","SEATTLE","WA",98125,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6620564-CN",47.71722908,-122.30761522,"12047 20TH AVE NE
SEATTLE, WA 98125
(47.71722908, -122.30761522)"
"57307","6697439-CN","Multifamily","Residential","Building","New","Establish use as rowhouse and construct new townhouse structure, per plan.  Shoring is included.",1,1,3,475328,"2019-02-05","","","","Corrections Required","2411 W BOSTON ST","SEATTLE","WA",98199,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6697439-CN",47.63828001,-122.38867339,"2411 W BOSTON ST
SEATTLE, WA 98199
(47.63828001, -122.38867339)"
"57309","6735676-CN","Single Family/Duplex","Residential","Building","New","Construct 4 townhouse units with 4 surface parking off alley. Demo existing structure.",1,1,4,660000,"","","","","Scheduled","2715 S JUDKINS ST","SEATTLE","WA",98144,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6735676-CN",47.59185483,-122.29688287,"2715 S JUDKINS ST
SEATTLE, WA 98144
(47.59185483, -122.29688287)"
"57317","6733733-CN","Single Family/Duplex","Residential","Building","New","INSTALL NEW MANUFACTURED HOME ON EXISTING SINGLE FAMILY LOT.",1,1,1,150000,"","","","","Additional Info Requested","715 S SOUTHERN ST","SEATTLE","WA",98108,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6733733-CN",47.52967422,-122.32469249,"715 S SOUTHERN ST
SEATTLE, WA 98108
(47.52967422, -122.32469249)"
"57319","6733152-CN","Single Family/Duplex","Residential","Building","New","Construct 3 Single Family Residences with surface parking for 3 vehicles. Parcel rezoned from SF to RSL.Existing building to be demolished.Future Unit Lot Subdivision",1,1,3,6e+05,"","","","","Scheduled","8549 13TH AVE NW","SEATTLE","WA",98117,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6733152-CN",47.69206503,-122.37299681,"8549 13TH AVE NW
SEATTLE, WA 98117
(47.69206503, -122.37299681)"
"57328","6737943-CN","Single Family/Duplex","Residential","Building","New","The existing Single Family residence and associated site improvements (pavement & decks) will be demolished and a new single Family Residence with an Accessory Dwelling Unit will be constructed",1,1,2,4e+05,"","","","","Scheduled","937 N 80TH ST","SEATTLE","WA",98103,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6737943-CN",47.68676294,-122.34557291,"937 N 80TH ST
SEATTLE, WA 98103
(47.68676294, -122.34557291)"
"57329","6677786-CN","Single Family/Duplex","Residential","Building","New","Establish use as and construct single family residence with attached garage, per plan.",1,1,1,641176,"2018-12-14","2019-06-07","2020-12-07","","Issued","515 W COMSTOCK ST","SEATTLE","WA",98119,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6677786-CN",47.63016433,-122.36385666,"515 W COMSTOCK ST
SEATTLE, WA 98119
(47.63016433, -122.36385666)"
"57332","6697442-DM","Multifamily","Residential","Demolition","","Construct 2 townhouses and 2 parking stalls per plans.  Existing building to be demolished.",1,1,2,222680,"","","","","Additional Info Requested","2411 W BOSTON ST","SEATTLE","WA",98199,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6697442-DM",47.63821599,-122.38866428,"2411 W BOSTON ST
SEATTLE, WA 98199
(47.63821599, -122.38866428)"
"57351","6692864-CN","Single Family/Duplex","Residential","Building","New","Establish use as and construct a single-family residence, per plans.",1,1,1,398255,"2019-03-19","2019-07-08","2021-01-08","","Issued","320 M L KING JR WAY E","SEATTLE","WA",98112,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6692864-CN",47.62205123,-122.2958749,"320 M L KING JR WAY E
SEATTLE, WA 98112
(47.62205123, -122.2958749)"
