"","OBJECTID","RIVER_ID","SEGMENT_ID","WSR_RIVER_NAME","WSR_RIVER_SHORTNAME","GNIS_NAME","CLASSIFICATION","SEGMENT_MILES","TOTAL_MILES","BEGINNING_POINT_NARRATIVE","ENDING_POINT_NARRATIVE","AGENCY","ORV_CULTURE","ORV_FISH","ORV_GEOLOGIC","ORV_HISTORIC","ORV_RECREATIONAL","ORV_SCENIC","ORV_WILDLIFE","STATE","ORV_OTHER","ORV_ID","ORV_LIST","SEGMENT_ACRES","ADMINISTRATIVE_UNIT","COUNTY","SHAPELEN"
"824",734,"99","99.1002","Salmon Wild and Scenic River","Salmon","Salmon River","Recreational",NA,NA,"","","BLM","No","Yes","No","No","Yes","Yes","No","Oregon","Anadromous Fish, Wildlife, Hydrology, and Botany/Ecology","","Fish, Recreation, Scenery, Anadromous Fish, Wildlife, Hydrology, and Botany/Ecology",NA,"","",0.0373880851271512
"825",735,"99","99.2001","Salmon Wild and Scenic River","Salmon","Salmon River","Recreational",7,25.5,"Headwaters","South boundary line of section 6, T4S, R9E","USFS","No","No","No","No","Yes","Yes","Yes","Oregon","Botany, Hydrology","","Recreation, Scenery, Wildlife, Botany, Hydrology",NA," MT HOOD NATIONAL FOREST","CLACKAMAS",0.12887230013503
"826",736,"99","99.2002","Salmon Wild and Scenic River","Salmon","Salmon River","Wild",15,25.5,"South boundary line of section 6, T4S, R9E","South Fork Salmon River","USFS","No","Yes","No","No","Yes","Yes","Yes","Oregon","Botany, Hydrology","","Fish, Recreation, Scenery, Wildlife, Botany, Hydrology",NA," MT HOOD NATIONAL FOREST","CLACKAMAS",0.289096031648377
"827",686,"66","66.2007","Sipsey Fork of the West Fork Wild and Scenic River","Sipsey Fork of the West Fork","Borden Creek","Wild",4.9,61.4,"Borden Creek - Forest Road 208","Confluence with Sipsey Fork","USFS","No","No","Yes","No","Yes","Yes","No","Alabama","","","Geologic, Recreation, Scenery",NA," NATIONAL FORESTS IN ALABAMA","LAWRENCE, WINSTON",0.0848115666254607
"828",687,"66","66.2008","Sipsey Fork of the West Fork Wild and Scenic River","Sipsey Fork of the West Fork","Borden Creek","Scenic",6.4,61.4,"Borden Creek - Confluence with Montgomery Creek","Forest Road 208","USFS","No","No","Yes","No","No","Yes","No","Alabama","","","Geologic, Scenery",NA," NATIONAL FORESTS IN ALABAMA","LAWRENCE",0.100687269159366
"829",688,"66","66.2009","Sipsey Fork of the West Fork Wild and Scenic River","Sipsey Fork of the West Fork","Montgomery Creek","Scenic",1.5,61.4,"Montgomery Creek - SW 1/4 SW 1/4 of section 36, T7S, R8W","Confluence with Borden Creek","USFS","No","No","Yes","No","No","Yes","No","Alabama","","","Geologic, Scenery",NA," NATIONAL FORESTS IN ALABAMA","LAWRENCE",0.0243204174528754
"830",541,"43","43.4002","Wind Wild and Scenic River","Wind","Unnamed Tributary - Wind River","Wild",NA,NA,"source","confluence with main stem","FWS","No","No","No","No","No","No","No","Alaska","","","",NA,"","",0.488677050745882
"831",542,"45","45.1001","Beaver Creek Wild and Scenic River","Beaver Creek","Beaver Creek","Wild",NA,NA,"","","BLM","No","Yes","Yes","No","Yes","Yes","Yes","Alaska","","","Fish, Geologic, Recreation, Scenery, Wildlife",NA,"","",2.93828765159143
"832",543,"45","45.4001","Beaver Creek Wild and Scenic River","Beaver Creek","Beaver Creek","Wild",NA,NA,"southern boundary Yukon Flats NWR","northen boundary of Yukon Flats NWR","FWS","No","No","No","No","No","No","No","Alaska","","","",NA,"","",0.0968429450281602
"833",544,"46","46.1001","Birch Creek Wild and Scenic River","Birch Creek ","Birch Creek","Wild",NA,NA,"","","BLM","No","Yes","No","No","Yes","Yes","No","Alaska","","","Fish, Recreation, Scenery",NA,"","",2.89757713486527
"834",545,"48","48.1006","Fortymile Wild and Scenic River","Fortymile","Wade Creek","Recreational",NA,NA,"","","BLM","No","No","No","Yes","Yes","No","No","Alaska","","","Historic, Recreation",NA,"","",0.248855842196
"835",546,"48","48.1007","Fortymile Wild and Scenic River","Fortymile","Walker Fork","Scenic",NA,NA,"","","BLM","No","No","Yes","No","No","Yes","No","Alaska","","","Geologic, Scenery",NA,"","",0.295024235827296
"836",547,"28","28.3003","Charley Wild and Scenic River","Charley","Cresent Creek","Wild",NA,NA,"headwaters","confluence with Charley River","NPS","Yes","No","No","No","Yes","No","No","Alaska","","28.1","Cultural, Recreation",NA,"Yukon-Charley Rivers National Preserve","",0.724168430813316
"837",621,"57","57.2002","Cache la Poudre Wild and Scenic River","Cache la Poudre ","Cache La Poudre River","Recreational",37,64,"Comanche Peak Wilderness boundary upstream from the Big South Trailhead","Poudre Park","USFS","No","No","No","No","Yes","Yes","No","Colorado","Hydrology, Water Quality","","Recreation, Scenery, Hydrology, Water Quality",NA," ARAPAHO-ROOSEVELT NATIONAL FOREST","LARIMER",0.712579052331664
"838",622,"57","57.2003","Cache la Poudre Wild and Scenic River","Cache la Poudre ","South Fork Cache La Poudre River","Wild",0.8,64,"Rocky Mountain National Park boundary","Comanche Peak Wilderness boundary with CSU Pingree Park Campus","USFS","No","No","No","No","Yes","Yes","No","Colorado","Hydrology, Water Quality","","Recreation, Scenery, Hydrology, Water Quality",NA," ARAPAHO-ROOSEVELT NATIONAL FOREST","LARIMER",0.0125180957406297
"839",623,"57","57.2004","Cache la Poudre Wild and Scenic River","Cache la Poudre ","South Fork Cache La Poudre River","Recreational",8.2,64,"Comanche Peak Wilderness boundary with CSU Pingree Park Campus","North line of section 1, T7N, R73W, 6th PM, one fourth mile north of Fish Creek","USFS","No","No","No","No","Yes","Yes","No","Colorado","Hydrology, Water Quality","","Recreation, Scenery, Hydrology, Water Quality",NA," ARAPAHO-ROOSEVELT NATIONAL FOREST","LARIMER",0.137073736844509
"840",624,"57","57.2005","Cache la Poudre Wild and Scenic River","Cache la Poudre ","South Fork Cache La Poudre River","Wild",9,64,"Easterly section line of section 30, T8N, R72W, 6th PM","Confluence with the main stem of the Cache la Poudre River","USFS","No","No","No","No","Yes","Yes","No","Colorado","Hydrology, Water Quality","","Recreation, Scenery, Hydrology, Water Quality",NA," ARAPAHO-ROOSEVELT NATIONAL FOREST","LARIMER",0.160558003235003
"841",625,"57","57.3001","Cache la Poudre Wild and Scenic River","Cache la Poudre ","Cache la Poudre River","Wild",NA,NA,"Beginning at Poudre Lake","To the Rocky Mountain National Park / Comanche Peak Wilderness boundary","NPS","Yes","No","No","No","Yes","Yes","No","Colorado","Ecology","57.1","Cultural, Recreation, Scenic, Ecologic",NA,"Rocky Mountain National Park","",0.189604543126072
"842",626,"57","57.3002","Cache la Poudre Wild and Scenic River","Cache la Poudre ","South Fork Cache la Poudre River","Wild",NA,NA,"South Fork of the Cache la Poudre River from its source","To the Rocky Mountain National Park boundary","NPS","No","No","No","No","No","No","No","Colorado","","","",NA,"Rocky Mountain National Park","",0.0509680388973482
"843",627,"58","58.2001","Saline Bayou Wild and Scenic River","Saline Bayou","Saline Bayou","Scenic",19,19,"Kasatchie National Forest Boundary","Saline Lake","USFS","No","No","No","No","Yes","Yes","No","Louisana","","","Recreation, Scenery",NA," KISATCHIE NATIONAL FOREST","NATCHITOCHES, WINN",0.381629396774708
"844",628,"59","59.2001","Black Creek Wild and Scenic River","Black Creek ","Black Creek","Scenic",21,21,"Moody's Landing","Fairley Bridge Landing","USFS","No","No","No","Yes","Yes","Yes","Yes","Mississippi","","","Historic, Recreation, Scenery, Wildlife",NA," NATIONAL FORESTS IN MISSISSIPPI ","PERRY",0.342711349327222
"845",629,"6","6.3001","St. Croix Wild and Scenic River","St. Croix","Namekagon River","Scenic",NA,NA,"Namekagon Dam","Hayward","NPS","Yes","No","Yes","No","Yes","Yes","No","Wisconsin","Aquatic, Riparian","6.1","Cultural, Recreation, Scenic, Aquatic, Riparian",NA,"Saint Croix National Scenic Riverway","",1.13202988233612
"846",630,"6","6.3002","St. Croix Wild and Scenic River","St. Croix","Namekagon River","Recreational",NA,NA,"Trego Dam","NSP Dam","NPS","Yes","No","Yes","No","Yes","Yes","No","Wisconsin","Aquatic, Riparian","6.3","Cultural, Recreation, Scenic, Aquatic, Riparian",NA,"Saint Croix National Scenic Riverway","",0.100260765583418
"847",737,"99","99.2003","Salmon Wild and Scenic River","Salmon","Salmon River","Recreational",3.5,25.5,"South Fork Salmon River","Mt. Hood National Forest boundary","USFS","No","Yes","No","No","Yes","No","Yes","Oregon","Hydrology","","Fish, Recreation, Wildlife, Hydrology",NA," MT HOOD NATIONAL FOREST","CLACKAMAS",0.0634773819772557
"848",738,"SD1","SD1.3001","Allagash Wild and Scenic River","Allagash ","Allagash River","Wild",NA,NA,"The main stem from Telos Lake Dam","Northerly to the confluence with West Twin Brook","NPS","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Maine","Botany, Ecology, Hydrology, Traditional Use, Water Quality","SD1.1","Cultural, Fish, Geologic, Historic, Recreation, Scenic, Wildlife, Botany, Ecologic, Hydrology, Traditional Use, Water Quality",NA,"","",1.63263213486833
"849",739,"SD1","SD1.3002","Allagash Wild and Scenic River","Allagash ","Allagash River","Wild",NA,NA,"Confluence of SD1.3001","Mouth of Allagash Lake","NPS","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Maine","Botany, Ecology, Hydrology, Traditional Use, Water Quality","SD1.1","Cultural, Fish, Geologic, Historic, Recreation, Scenic, Wildlife, Botany, Ecologic, Hydrology, Traditional Use, Water Quality",NA,"","",0.180191028149071
"850",689,"66","66.2010","Sipsey Fork of the West Fork Wild and Scenic River","Sipsey Fork of the West Fork","Flannigan Creek","Wild",1.8,61.4,"Flannigan Creek - Forest Road 208","Confluence with Borden Creek","USFS","No","No","No","No","No","No","No","Alabama","","","",NA," NATIONAL FORESTS IN ALABAMA","LAWRENCE",0.03283660085671
"851",690,"88","88.2002","North Fork John Day Wild and Scenic River","North Fork John Day","North Fork John Day River","Recreational",7.5,54.1,"North Fork John Day Wilderness boundary ","Trail Creek","USFS","No","Yes","No","Yes","Yes","Yes","Yes","Oregon","","","Fish, Historic, Recreation, Scenery, Wildlife",NA," UMATILLA NATIONAL FOREST, WALLOWA WHITMAN NATIONAL FOREST","GRANT",0.190217560949303
"852",691,"88","88.2003","North Fork John Day Wild and Scenic River","North Fork John Day","North Fork John Day River","Wild",24.3,54.1,"Trail Creek","Big Creek","USFS","No","Yes","No","Yes","Yes","Yes","Yes","Oregon","","","Fish, Historic, Recreation, Scenery, Wildlife",NA," UMATILLA NATIONAL FOREST, WALLOWA WHITMAN NATIONAL FOREST","GRANT",0.429106651315829
"853",548,"28","28.3004","Charley Wild and Scenic River","Charley","Copper Creek","Wild",NA,NA,"headwaters","confluence with Charley River","NPS","Yes","No","No","No","Yes","No","No","Alaska","","28.1","Cultural, Recreation",NA,"Yukon-Charley Rivers National Preserve","",0.968119397419384
"854",549,"28","28.3005","Charley Wild and Scenic River","Charley","Hosford Creek","Wild",NA,NA,"headwaters","confluence with Charley River","NPS","Yes","No","No","No","Yes","No","No","Alaska","","28.1","Cultural, Recreation",NA,"Yukon-Charley Rivers National Preserve","",0.42684762105253
"855",550,"28","28.3006","Charley Wild and Scenic River","Charley","Flat-Orthmer Creek","Wild",NA,NA,"headwaters","confluence with Charley River","NPS","Yes","No","No","No","Yes","No","No","Alaska","","28.1","Cultural, Recreation",NA,"Yukon-Charley Rivers National Preserve","",0.526418044784579
"856",551,"28","28.3007","Charley Wild and Scenic River","Charley","Bonanza-Derwent Creek","Wild",NA,NA,"headwaters","confluence with Charley River","NPS","Yes","No","No","No","Yes","No","No","Alaska","","28.1","Cultural, Recreation",NA,"Yukon-Charley Rivers National Preserve","",0.746556986474725
"857",552,"29","29.3001","Chilikadrotna Wild and Scenic River","Chilikadrotna","Chilikadrotna River","Wild",NA,NA,"portion within lake Clark National Park and Preserve","portion within Lake Clark National Park and Preserve","NPS","No","Yes","No","Yes","Yes","Yes","No","Alaska","","29.1","Fish, Historic, Recreation, Scenic",NA,"Lake Clark National Park","",0.265597158484552
"858",553,"29","29.3002","Chilikadrotna Wild and Scenic River","Chilikadrotna","Chilikadrotna River","Wild",NA,NA,"portion within lake Clark National Park and Preserve","portion within Lake Clark National Park and Preserve","NPS","No","Yes","No","Yes","Yes","Yes","No","Alaska","","29.1","Fish, Historic, Recreation, Scenic",NA,"Lake Clark National Preserve","",0.0790099759608023
"859",631,"6","6.3003","St. Croix Wild and Scenic River","St. Croix","Namekagon River","Scenic",NA,NA,"NSP Dam","Confluence with St. Croix River","NPS","Yes","No","Yes","No","Yes","Yes","No","Wisconsin","Aquatic, Riparian","6.3","Cultural, Recreation, Scenic, Aquatic, Riparian",NA,"Saint Croix National Scenic Riverway","",0.555811564440195
"860",632,"6","6.3004","St. Croix Wild and Scenic River","St. Croix","St. Croix River","Scenic",NA,NA,"Gordon Dam","Beginning of Riverside Landing","NPS","Yes","No","Yes","No","Yes","Yes","No","Wisconsin","Aquatic, Riparian","6.4","Cultural, Recreation, Scenic, Aquatic, Riparian",NA,"Saint Croix National Scenic Riverway","",0.4306563048298
"861",633,"6","6.3005","St. Croix Wild and Scenic River","St. Croix","St. Croix River","Recreational",NA,NA,"Beginning of Riverside Landing","End of Riverside Landing","NPS","Yes","No","Yes","No","Yes","Yes","No","Wisconsin","Aquatic, Riparian","6.4","Cultural, Recreation, Scenic, Aquatic, Riparian",NA,"Saint Croix National Scenic Riverway","",0.00694013971326284
"862",634,"6","6.3006","St. Croix Wild and Scenic River","St. Croix","St. Croix River","Scenic",NA,NA,"End of Riverside Landing","Beginning of Danbury stretch","NPS","Yes","No","Yes","No","Yes","Yes","No","Wisconsin, Minnesota","Aquatic, Riparian","6.4","Cultural, Recreation, Scenic, Aquatic, Riparian",NA,"Saint Croix National Scenic Riverway","",0.139424821838806
"863",635,"6","6.3007","St. Croix Wild and Scenic River","St. Croix","St. Croix River","Recreational",NA,NA,"Beginning of Danbury stretch","End of Danbury stretch","NPS","Yes","No","Yes","No","Yes","Yes","No","Wisconsin, Minnesota","Aquatic, Riparian","6.4","Cultural, Recreation, Scenic, Aquatic, Riparian",NA,"Saint Croix National Scenic Riverway","",0.0167549802335465
"864",740,"SD10","SD10.1001","Smith Wild and Scenic River","Smith","Rock Creek","Recreational",NA,NA,"","","BLM","No","No","No","No","No","No","No","California","","","",NA,"","",0.106216291569336
"865",692,"88","88.2004","North Fork John Day Wild and Scenic River","North Fork John Day","North Fork John Day River","Scenic",10.5,54.1,"Big Creek","Texas Bar Creek","USFS","No","Yes","No","Yes","Yes","Yes","Yes","Oregon","","","Fish, Historic, Recreation, Scenery, Wildlife",NA," UMATILLA NATIONAL FOREST, WALLOWA WHITMAN NATIONAL FOREST","GRANT, UMATILLA",0.203581376217323
"866",693,"88","88.2005","North Fork John Day Wild and Scenic River","North Fork John Day","North Fork John Day River","Recreational",8.3,54.1,"Texas Bar Creek","Confluence with Camas Creek","USFS","No","Yes","No","Yes","Yes","Yes","Yes","Oregon","","","Fish, Historic, Recreation, Scenery, Wildlife",NA," UMATILLA NATIONAL FOREST, WALLOWA WHITMAN NATIONAL FOREST","UMATILLA",0.163559970956186
"867",694,"89","89.2001","North Fork Malheur Wild and Scenic River","North Fork Malheur","North fork Malheur River","Scenic",25.5,25.5,"Headwaters ","Malheur National Forest Boundary","USFS","No","Yes","Yes","No","No","Yes","Yes","Oregon","","","Fish, Geologic, Scenery, Wildlife",NA," MALHEUR NATIONAL FOREST","BAKER, GRANT",0.431831670423844
"868",695,"9","9.3001","St. Croix Wild and Scenic River","St. Croix","St. Croix River","Scenic",NA,NA,"Taylor Falls","10 miles downstream at Osceola","NPS","Yes","No","Yes","No","Yes","Yes","No","Wisconsin, Minnesota","Aquatic, Riparian","9.1","Cultural, Geologic, Recreation, Scenic, Aquatic, Riparian",NA,"Lower Saint Croix National Scenic Riverway","",0.116354515704466
"869",554,"3","3.2001","Feather Wild and Scenic River","Feather","Middle Fork Feather River","Recreational",35,77.6,"headwaters east of Portola in Sierra Valley","Spring Garden RR tunnel","USFS","No","No","No","Yes","Yes","Yes","No","California","","","Historic, Recreation, Scenery",NA," PLUMAS NATIONAL FOREST","PLUMAS",0.607495643173605
"870",555,"3","3.2002","Feather Wild and Scenic River","Feather","Middle Fork Feather River","Scenic",3.6,77.6,"Devil's Gulch","American Bar","USFS","No","Yes","No","Yes","Yes","Yes","No","California","","","Fish, Historic, Recreation, Scenery",NA," PLUMAS NATIONAL FOREST","BUTTE",0.0596414778617479
"871",556,"3","3.2003","Feather Wild and Scenic River","Feather","Middle Fork Feather River","Wild",27.5,77.6,"Union Creek confluence","Devils Gulch","USFS","No","Yes","Yes","Yes","Yes","Yes","No","California","","","Fish, Geologic, Historic, Recreation, Scenery",NA," PLUMAS NATIONAL FOREST","PLUMAS, BUTTE",0.495307583277642
"872",557,"3","3.2004","Feather Wild and Scenic River","Feather","Middle Fork Feather River","Scenic",3.6,77.6,"Devil's Gulch","American Bar","USFS","No","Yes","Yes","Yes","Yes","Yes","No","California","","","Fish, Geologic, Historic, Recreation, Scenery",NA,"PLUMAS NATIONAL FOREST","PLUMAS",0.11315817283833
"873",558,"3","3.2005","Feather Wild and Scenic River","Feather","Middle Fork Feather River","Wild",5.4,77.6,"American Bar","northeast of confluence with Fall River at Feather Falls","USFS","No","Yes","Yes","Yes","Yes","Yes","No","California","","","Fish, Geologic, Historic, Recreation, Scenery",NA," PLUMAS NATIONAL FOREST","BUTTE",0.0913889968266206
"874",559,"30","30.3001","John Wild and Scenic River","John","John River","Wild",NA,NA,"segment within Gates of the Artic National Park","segment within Gates of the Artic National Park","NPS","Yes","No","No","No","No","Yes","Yes","Alaska","","30.1","Cultural, Scenic, Wildlife",NA,"Gates of the Arctic National Park","",1.52039366689819
"875",560,"31","31.3001","Kobuk Wild and Scenic River","Kobuk ","Kobuk River","Wild",110,NA,"The segment within Gates of the Arctic National Park.","The segment within Gates of the Arctic National Park.","NPS","Yes","Yes","Yes","No","Yes","Yes","No","Alaska","","31.1","Cultural, Fish, Geologic, Recreation, Scenic",NA,"Gates of the Arctic National Park","",3.15467678450552
"876",561,"31","31.3002","Kobuk Wild and Scenic River","Kobuk ","Kobuk River","Wild",NA,NA,"Walker Lake","Kobuk River","NPS","No","No","No","No","No","No","No","Alaska","","31.2","",NA,"Gates of the Arctic National Park","",0.101884722657544
